Team _1,Team_2,Venue,Toss_Won,Elected,Winner,TOss1
Mumbai Indians,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Mumbai Indians,Royal Challengers Banglore,Wankhede(Mumbai),2,1,Royal Challengers Banglore,Royal Challengers Banglore
Mumbai Indians,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Mumbai Indians,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Mumbai Indians,Royal Challengers Banglore,DR PY Patil(Mumbai),2,1,Royal Challengers Banglore,Royal Challengers Banglore
Mumbai Indians,Royal Challengers Banglore,St George(Port Elizabeth),2,1,Royal Challengers Banglore,Royal Challengers Banglore
Mumbai Indians,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Punjab Kings,Royal Challengers Banglore,PCA(Mohali),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Punjab Kings,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Punjab Kings,Royal Challengers Banglore,Holkar(Indore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Punjab Kings,Royal Challengers Banglore,PCA(Mohali),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Punjab Kings,Royal Challengers Banglore,Kingsmaid(Durban),2,1,Royal Challengers Banglore,Royal Challengers Banglore
Chennai Super Kings,Royal Challengers Banglore,Dubai Sports(Dubai),2,1,Royal Challengers Banglore,Royal Challengers Banglore
Chennai Super Kings,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Chennai Super Kings,Royal Challengers Banglore,MA Chidambaram(Chennai),2,1,Royal Challengers Banglore,Royal Challengers Banglore
Chennai Super Kings,Royal Challengers Banglore,New Wanders(Johannesburg),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Delhi Capitals,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Delhi Capitals,Royal Challengers Banglore,Feroz Shah(Delhi),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Delhi Capitals,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,1,Royal Challengers Banglore,Royal Challengers Banglore
Delhi Capitals,Royal Challengers Banglore,Feroz Shah(Delhi),2,1,Royal Challengers Banglore,Royal Challengers Banglore
Delhi Capitals,Royal Challengers Banglore,Shaheed Veer(Rajpur),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Delhi Capitals,Royal Challengers Banglore,Feroz Shah(Delhi),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Delhi Capitals,Royal Challengers Banglore,Sharjah Stadium,2,0,Royal Challengers Banglore,Royal Challengers Banglore
Delhi Capitals,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Delhi Capitals,Royal Challengers Banglore,Feroz Shah(Delhi),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Sunrises Hyderabad,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Sunrises Hyderabad,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Rajasthan Royals,Royal Challengers Banglore,Subrata(Gahunje),2,1,Royal Challengers Banglore,Royal Challengers Banglore
Rajasthan Royals,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Rajasthan Royals,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Rajasthan Royals,Royal Challengers Banglore,Sawai Mansingh(Jaipur),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Rajasthan Royals,Royal Challengers Banglore,Newsland(Capetown),2,1,Royal Challengers Banglore,Royal Challengers Banglore
Kolkata Night Riders,Royal Challengers Banglore,MA Chidambaram(Chennai),2,1,Royal Challengers Banglore,Royal Challengers Banglore
Kolkata Night Riders,Royal Challengers Banglore,Sharjah Stadium,2,1,Royal Challengers Banglore,Royal Challengers Banglore
Kolkata Night Riders,Royal Challengers Banglore,Eden(Kolkata),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Kolkata Night Riders,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Kolkata Night Riders,Royal Challengers Banglore,Eden(Kolkata),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Kolkata Night Riders,Royal Challengers Banglore,Eden(Kolkata),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Kolkata Night Riders,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Kolkata Night Riders,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Kolkata Night Riders,Royal Challengers Banglore,M Chinnaswammy(Banglore),2,0,Royal Challengers Banglore,Royal Challengers Banglore
Kolkata Night Riders,Royal Challengers Banglore,Centruion Park,2,0,Royal Challengers Banglore,Royal Challengers Banglore
Sunrises Hyderabad,Delhi Capitals,Feroz Shah(Delhi),1,0,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Delhi Capitals,Feroz Shah(Delhi),1,0,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Delhi Capitals,Dubai Sports(Dubai),1,1,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Delhi Capitals,Shaheed Veer(Rajpur),1,1,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Delhi Capitals,Rajiv Gandhi(Hyderabad),1,1,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Delhi Capitals,Feroz Shah(Delhi),1,0,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Delhi Capitals,Dubai Sports(Dubai),1,0,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Punjab Kings,Dubai Sports(Dubai),1,1,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Punjab Kings,Rajiv Gandhi(Hyderabad),1,0,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Punjab Kings,Rajiv Gandhi(Hyderabad),1,1,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Mumbai Indians,Sharjah Stadium,1,0,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Mumbai Indians,Rajiv Gandhi(Hyderabad),1,0,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Mumbai Indians,Rajiv Gandhi(Hyderabad),1,0,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Chennai Super Kings,Heavy Engineering(Kolkata),1,0,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Chennai Super Kings,Dubai Sports(Dubai),1,1,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,0,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Royal Challengers Banglore,M Chinnaswammy(Banglore),1,1,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Royal Challengers Banglore,Sheikh Zayed Stadium(Dubai),1,0,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Royal Challengers Banglore,Sharjah Stadium,1,0,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Rajasthan Royals,Dubai Sports(Dubai),1,1,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Rajasthan Royals,Rajiv Gandhi(Hyderabad),1,0,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Rajasthan Royals,Sawai Mansingh(Jaipur),1,1,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Rajasthan Royals,Rajiv Gandhi(Hyderabad),1,1,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Kolkata Night Riders,Rajiv Gandhi(Hyderabad),1,0,Sunrises Hyderabad,Sunrises Hyderabad
Sunrises Hyderabad,Kolkata Night Riders,Eden(Kolkata),1,0,Sunrises Hyderabad,Sunrises Hyderabad
Mumbai Indians,Sunrises Hyderabad,Wankhede(Mumbai),1,0,Sunrises Hyderabad,Mumbai Indians
Mumbai Indians,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,1,Sunrises Hyderabad,Mumbai Indians
Mumbai Indians,Sunrises Hyderabad,Andhra Cricket(Vishakapatnam),1,0,Sunrises Hyderabad,Mumbai Indians
Mumbai Indians,Sunrises Hyderabad,Dubai Sports(Dubai),1,0,Sunrises Hyderabad,Mumbai Indians
Mumbai Indians,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,1,Sunrises Hyderabad,Mumbai Indians
Punjab Kings,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,0,Sunrises Hyderabad,Punjab Kings
Punjab Kings,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,0,Sunrises Hyderabad,Punjab Kings
Punjab Kings,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,0,Sunrises Hyderabad,Punjab Kings
Punjab Kings,Sunrises Hyderabad,PCA(Mohali),1,0,Sunrises Hyderabad,Punjab Kings
Punjab Kings,Sunrises Hyderabad,PCA(Mohali),1,1,Sunrises Hyderabad,Punjab Kings
Punjab Kings,Sunrises Hyderabad,PCA(Mohali),1,0,Sunrises Hyderabad,Punjab Kings
Punjab Kings,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,1,Sunrises Hyderabad,Punjab Kings
Punjab Kings,Sunrises Hyderabad,PCA(Mohali),1,0,Sunrises Hyderabad,Punjab Kings
Punjab Kings,Sunrises Hyderabad,MA Chidambaram(Chennai),1,1,Sunrises Hyderabad,Punjab Kings
Chennai Super Kings,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,0,Sunrises Hyderabad,Chennai Super Kings
Chennai Super Kings,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,1,Sunrises Hyderabad,Chennai Super Kings
Delhi Capitals,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,1,Sunrises Hyderabad,Delhi Capitals
Delhi Capitals,Sunrises Hyderabad,Feroz Shah(Delhi),1,1,Sunrises Hyderabad,Delhi Capitals
Delhi Capitals,Sunrises Hyderabad,Feroz Shah(Delhi),1,1,Sunrises Hyderabad,Delhi Capitals
Delhi Capitals,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,1,Sunrises Hyderabad,Delhi Capitals
Delhi Capitals,Sunrises Hyderabad,Sheikh Zayed Stadium(Dubai),1,0,Sunrises Hyderabad,Delhi Capitals
Royal Challengers Banglore,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,1,Sunrises Hyderabad,Royal Challengers Banglore
Royal Challengers Banglore,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,1,Sunrises Hyderabad,Royal Challengers Banglore
Royal Challengers Banglore,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,0,Sunrises Hyderabad,Royal Challengers Banglore
Royal Challengers Banglore,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,0,Sunrises Hyderabad,Royal Challengers Banglore
Royal Challengers Banglore,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,0,Sunrises Hyderabad,Royal Challengers Banglore
Royal Challengers Banglore,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,0,Sunrises Hyderabad,Royal Challengers Banglore
Rajasthan Royals,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,1,Sunrises Hyderabad,Rajasthan Royals
Rajasthan Royals,Sunrises Hyderabad,Brabourne(Mumbai),1,0,Sunrises Hyderabad,Rajasthan Royals
Rajasthan Royals,Sunrises Hyderabad,Sardar Patel(Ahmedabad),1,0,Sunrises Hyderabad,Rajasthan Royals
Kolkata Night Riders,Sunrises Hyderabad,Eden(Kolkata),1,0,Sunrises Hyderabad,Kolkata Night Riders
Kolkata Night Riders,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),1,0,Sunrises Hyderabad,Kolkata Night Riders
Kolkata Night Riders,Sunrises Hyderabad,Feroz Shah(Delhi),1,0,Sunrises Hyderabad,Kolkata Night Riders
Kolkata Night Riders,Sunrises Hyderabad,Andhra Cricket(Vishakapatnam),1,0,Sunrises Hyderabad,Kolkata Night Riders
Sunrises Hyderabad,Delhi Capitals,Rajiv Gandhi(Hyderabad),2,1,Sunrises Hyderabad,Delhi Capitals
Sunrises Hyderabad,Delhi Capitals,Feroz Shah(Delhi),2,1,Sunrises Hyderabad,Delhi Capitals
Sunrises Hyderabad,Delhi Capitals,Feroz Shah(Delhi),2,1,Sunrises Hyderabad,Delhi Capitals
Sunrises Hyderabad,Delhi Capitals,Rajiv Gandhi(Hyderabad),2,1,Sunrises Hyderabad,Delhi Capitals
Sunrises Hyderabad,Delhi Capitals,Sheikh Zayed Stadium(Dubai),2,0,Sunrises Hyderabad,Delhi Capitals
Sunrises Hyderabad,Punjab Kings,Rajiv Gandhi(Hyderabad),2,0,Sunrises Hyderabad,Punjab Kings
Sunrises Hyderabad,Punjab Kings,Rajiv Gandhi(Hyderabad),2,0,Sunrises Hyderabad,Punjab Kings
Sunrises Hyderabad,Punjab Kings,Rajiv Gandhi(Hyderabad),2,0,Sunrises Hyderabad,Punjab Kings
Sunrises Hyderabad,Punjab Kings,PCA(Mohali),2,0,Sunrises Hyderabad,Punjab Kings
Sunrises Hyderabad,Punjab Kings,PCA(Mohali),2,1,Sunrises Hyderabad,Punjab Kings
Sunrises Hyderabad,Punjab Kings,PCA(Mohali),2,0,Sunrises Hyderabad,Punjab Kings
Sunrises Hyderabad,Punjab Kings,Rajiv Gandhi(Hyderabad),2,1,Sunrises Hyderabad,Punjab Kings
Sunrises Hyderabad,Punjab Kings,PCA(Mohali),2,0,Sunrises Hyderabad,Punjab Kings
Sunrises Hyderabad,Punjab Kings,MA Chidambaram(Chennai),2,1,Sunrises Hyderabad,Punjab Kings
Sunrises Hyderabad,Mumbai Indians,Wankhede(Mumbai),2,0,Sunrises Hyderabad,Mumbai Indians
Sunrises Hyderabad,Mumbai Indians,Rajiv Gandhi(Hyderabad),2,1,Sunrises Hyderabad,Mumbai Indians
Sunrises Hyderabad,Mumbai Indians,Andhra Cricket(Vishakapatnam),2,0,Sunrises Hyderabad,Mumbai Indians
Sunrises Hyderabad,Mumbai Indians,Dubai Sports(Dubai),2,0,Sunrises Hyderabad,Mumbai Indians
Sunrises Hyderabad,Mumbai Indians,Rajiv Gandhi(Hyderabad),2,1,Sunrises Hyderabad,Mumbai Indians
Sunrises Hyderabad,Chennai Super Kings,Rajiv Gandhi(Hyderabad),2,0,Sunrises Hyderabad,Chennai Super Kings
Sunrises Hyderabad,Chennai Super Kings,Rajiv Gandhi(Hyderabad),2,1,Sunrises Hyderabad,Chennai Super Kings
Sunrises Hyderabad,Royal Challengers Banglore,Rajiv Gandhi(Hyderabad),2,1,Sunrises Hyderabad,Royal Challengers Banglore
Sunrises Hyderabad,Royal Challengers Banglore,Rajiv Gandhi(Hyderabad),2,1,Sunrises Hyderabad,Royal Challengers Banglore
Sunrises Hyderabad,Royal Challengers Banglore,Rajiv Gandhi(Hyderabad),2,0,Sunrises Hyderabad,Royal Challengers Banglore
Sunrises Hyderabad,Royal Challengers Banglore,Rajiv Gandhi(Hyderabad),2,0,Sunrises Hyderabad,Royal Challengers Banglore
Sunrises Hyderabad,Royal Challengers Banglore,Rajiv Gandhi(Hyderabad),2,0,Sunrises Hyderabad,Royal Challengers Banglore
Sunrises Hyderabad,Royal Challengers Banglore,Rajiv Gandhi(Hyderabad),2,0,Sunrises Hyderabad,Royal Challengers Banglore
Sunrises Hyderabad,Rajasthan Royals,Rajiv Gandhi(Hyderabad),2,1,Sunrises Hyderabad,Rajasthan Royals
Sunrises Hyderabad,Rajasthan Royals,Brabourne(Mumbai),2,0,Sunrises Hyderabad,Rajasthan Royals
Sunrises Hyderabad,Rajasthan Royals,Sardar Patel(Ahmedabad),2,0,Sunrises Hyderabad,Rajasthan Royals
Sunrises Hyderabad,Kolkata Night Riders,Eden(Kolkata),2,0,Sunrises Hyderabad,Kolkata Night Riders
Sunrises Hyderabad,Kolkata Night Riders,Rajiv Gandhi(Hyderabad),2,0,Sunrises Hyderabad,Kolkata Night Riders
Sunrises Hyderabad,Kolkata Night Riders,Feroz Shah(Delhi),2,0,Sunrises Hyderabad,Kolkata Night Riders
Sunrises Hyderabad,Kolkata Night Riders,Andhra Cricket(Vishakapatnam),2,0,Sunrises Hyderabad,Kolkata Night Riders
Mumbai Indians,Sunrises Hyderabad,Sharjah Stadium,2,0,Sunrises Hyderabad,Sunrises Hyderabad
Mumbai Indians,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,0,Sunrises Hyderabad,Sunrises Hyderabad
Mumbai Indians,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,0,Sunrises Hyderabad,Sunrises Hyderabad
Punjab Kings,Sunrises Hyderabad,Dubai Sports(Dubai),2,1,Sunrises Hyderabad,Sunrises Hyderabad
Punjab Kings,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,0,Sunrises Hyderabad,Sunrises Hyderabad
Punjab Kings,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,1,Sunrises Hyderabad,Sunrises Hyderabad
Chennai Super Kings,Sunrises Hyderabad,Heavy Engineering(Kolkata),2,0,Sunrises Hyderabad,Sunrises Hyderabad
Chennai Super Kings,Sunrises Hyderabad,Dubai Sports(Dubai),2,1,Sunrises Hyderabad,Sunrises Hyderabad
Delhi Capitals,Sunrises Hyderabad,Feroz Shah(Delhi),2,0,Sunrises Hyderabad,Sunrises Hyderabad
Delhi Capitals,Sunrises Hyderabad,Feroz Shah(Delhi),2,0,Sunrises Hyderabad,Sunrises Hyderabad
Delhi Capitals,Sunrises Hyderabad,Dubai Sports(Dubai),2,1,Sunrises Hyderabad,Sunrises Hyderabad
Delhi Capitals,Sunrises Hyderabad,Shaheed Veer(Rajpur),2,1,Sunrises Hyderabad,Sunrises Hyderabad
Delhi Capitals,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,1,Sunrises Hyderabad,Sunrises Hyderabad
Delhi Capitals,Sunrises Hyderabad,Feroz Shah(Delhi),2,0,Sunrises Hyderabad,Sunrises Hyderabad
Delhi Capitals,Sunrises Hyderabad,Dubai Sports(Dubai),2,0,Sunrises Hyderabad,Sunrises Hyderabad
Royal Challengers Banglore,Sunrises Hyderabad,M Chinnaswammy(Banglore),2,0,Sunrises Hyderabad,Sunrises Hyderabad
Royal Challengers Banglore,Sunrises Hyderabad,M Chinnaswammy(Banglore),2,1,Sunrises Hyderabad,Sunrises Hyderabad
Royal Challengers Banglore,Sunrises Hyderabad,Sheikh Zayed Stadium(Dubai),2,0,Sunrises Hyderabad,Sunrises Hyderabad
Royal Challengers Banglore,Sunrises Hyderabad,Sharjah Stadium,2,0,Sunrises Hyderabad,Sunrises Hyderabad
Rajasthan Royals,Sunrises Hyderabad,Dubai Sports(Dubai),2,1,Sunrises Hyderabad,Sunrises Hyderabad
Rajasthan Royals,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,0,Sunrises Hyderabad,Sunrises Hyderabad
Rajasthan Royals,Sunrises Hyderabad,Sawai Mansingh(Jaipur),2,1,Sunrises Hyderabad,Sunrises Hyderabad
Rajasthan Royals,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,1,Sunrises Hyderabad,Sunrises Hyderabad
Kolkata Night Riders,Sunrises Hyderabad,Rajiv Gandhi(Hyderabad),2,0,Sunrises Hyderabad,Sunrises Hyderabad
Kolkata Night Riders,Sunrises Hyderabad,Eden(Kolkata),2,0,Sunrises Hyderabad,Sunrises Hyderabad
